time [s],reading
0.050339698791503906,0.34697370415915696
0.15243744850158691,0.36078543125441087
0.25423359870910645,0.3605208163708414
0.35584497451782227,0.3607633207046989
0.45746469497680664,0.36033970914283625
0.55924391746521,0.3611721760842432
0.6609921455383301,0.36123324105737453
0.7625880241394043,0.36128941893475414
0.8641154766082764,0.36163355588123597
0.965764045715332,0.36146023004840844
1.0673589706420898,0.3612196710633453
1.1688430309295654,0.36185651183208634
1.2704496383666992,0.3617760408185426
1.3721890449523926,0.361871030776747
1.4740276336669922,0.36137983661331036
1.5757699012756348,0.362074580687185
1.677325963973999,0.3625766704662655
1.7790436744689941,0.3622357360645525
1.8807978630065918,0.3621366420584794
1.9825749397277832,0.3629362753080394
2.08447265625,0.3628277153558057
2.186417579650879,0.3632890951527986
2.2882044315338135,0.3630312652662438
2.389817476272583,0.3637776149378499
2.491427421569824,0.36432985675780055
2.593255043029785,0.36394045486620036
2.6949400901794434,0.36417114476469675
2.7967870235443115,0.3642457797318574
2.8987255096435547,0.36318732019757954
3.0006935596466064,0.3649311118778637
3.102494478225708,0.3640354448244048
3.2045235633850098,0.3639472398632149
3.306689977645874,0.36497855940943436
3.408365488052368,0.3646919763187476
3.5100207328796387,0.36573169407805506
3.611771583557129,0.36527273410517225
3.7133007049560547,0.3648832847660405
3.8150784969329834,0.36559599413776295
3.916745662689209,0.36626343856436716
4.0184409618377686,0.36516853932584314
4.120206832885742,0.3664820767898446
4.222028017044067,0.3659623839765515
4.323956489562988,0.3665435687907601
4.425803899765015,0.3664069198998367
4.52762508392334,0.367943603104815
4.629382610321045,0.36710382924354623
4.731045722961426,0.36760943013996294
4.832805633544922,0.3680657330510778
4.93471097946167,0.36790967811974196
5.036410331726074,0.36781440347634803
5.13800048828125,0.36822178798241356
5.239562034606934,0.3680603714800102
5.341196537017822,0.3675772132660265
5.442888498306274,0.3687094537118966
5.544362545013428,0.36954984439107574
5.645875930786133,0.3691398977183054
5.7472758293151855,0.369440525278337
5.848918437957764,0.3691377625793847
5.950805187225342,0.36967186607677355
6.052462100982666,0.36980947728383023
6.153995037078857,0.36947468750106777
6.255768775939941,0.369524507409217
6.35762357711792,0.3704744069912611
6.459473609924316,0.37067642788828736
6.561157464981079,0.37063046192259697
6.662833213806152,0.3708548412993945
6.764353036880493,0.3703392804309985
6.866021633148193,0.3709778253012256
6.9677581787109375,0.37224865998681356
7.0695648193359375,0.3714970910867346
7.171381950378418,0.3716815670894813
7.2730278968811035,0.372609865347434
7.374685049057007,0.3719070377595049
7.47648549079895,0.37274752535279104
7.578444957733154,0.3720553112956632
7.680265426635742,0.37205051909497455
7.782092571258545,0.37299339644234625
7.883667945861816,0.3727683134287507
7.985269069671631,0.37363564622968637
8.087085962295532,0.37369728057319657
8.189009666442871,0.3744300602507735
8.290708065032959,0.37375863023151745
8.392407894134521,0.37438038268521906
8.494359970092773,0.3740114306797258
8.59639310836792,0.3745648586879657
8.697965145111084,0.37427789601702643
8.799494504928589,0.37512815043657155
8.901244163513184,0.37496797291618983
9.00302505493164,0.3745990209106966
9.104616165161133,0.37594501248629236
9.206418514251709,0.3753369249216831
9.308180332183838,0.37563072003716846
9.409783363342285,0.37576116198903237
9.511538982391357,0.37573320670536103
9.612934112548828,0.3764616615909114
9.714702129364014,0.3764847756054399
9.816267013549805,0.3768982111860636
9.918190479278564,0.37677088422081084
10.020097017288208,0.37706158789571814
10.122346878051758,0.3767369592357379
10.224131107330322,0.3767932460419576
